cid,duration,campaign,pdays,previous,poutcome
2417,323,3,-1,0,unknown
2418,78,3,-1,0,unknown
2419,121,3,-1,0,unknown
2420,477,1,-1,0,unknown
2421,265,1,-1,0,unknown
2422,418,2,-1,0,unknown
2423,386,4,-1,0,unknown
2424,594,2,-1,0,unknown
2425,161,1,-1,0,unknown
2426,450,3,-1,0,unknown
2427,217,6,-1,0,unknown
2428,136,1,-1,0,unknown
2429,322,1,-1,0,unknown
2433,123,5,-1,0,unknown
2435,632,2,-1,0,unknown
2436,101,3,-1,0,unknown
2438,640,2,-1,0,unknown
2440,160,3,-1,0,unknown
2441,177,3,-1,0,unknown
2442,206,1,-1,0,unknown
2443,208,2,-1,0,unknown
2444,169,1,-1,0,unknown
2446,505,3,-1,0,unknown
2449,138,1,-1,0,unknown
2451,262,4,-1,0,unknown
2452,61,1,-1,0,unknown
2453,217,9,-1,0,unknown
2454,192,2,-1,0,unknown
2455,174,2,-1,0,unknown
2456,292,2,-1,0,unknown
2457,240,2,-1,0,unknown
2458,282,2,-1,0,unknown
2459,128,6,-1,0,unknown
2460,161,1,-1,0,unknown
2462,356,1,-1,0,unknown
2463,294,2,-1,0,unknown
2464,422,1,-1,0,unknown
2465,806,1,-1,0,unknown
2466,227,1,-1,0,unknown
2467,560,2,-1,0,unknown
2468,135,1,-1,0,unknown
2469,361,1,-1,0,unknown
2470,246,1,-1,0,unknown
2471,419,2,-1,0,unknown
2473,71,1,-1,0,unknown
2474,357,3,-1,0,unknown
2476,263,4,-1,0,unknown
2477,146,2,-1,0,unknown
2478,759,2,-1,0,unknown
2480,131,2,-1,0,unknown
2481,808,2,-1,0,unknown
2482,1183,1,-1,0,unknown
2483,123,3,-1,0,unknown
2484,483,2,-1,0,unknown
2485,238,3,-1,0,unknown
2486,90,1,-1,0,unknown
2488,385,9,-1,0,unknown
2489,240,2,-1,0,unknown
2490,104,1,-1,0,unknown
2491,109,2,-1,0,unknown
2492,598,4,-1,0,unknown
2493,274,8,-1,0,unknown
2494,123,2,-1,0,unknown
2495,70,1,-1,0,unknown
2496,260,1,-1,0,unknown
2497,190,3,-1,0,unknown
2498,521,2,-1,0,unknown
2499,228,1,-1,0,unknown
2500,466,4,-1,0,unknown
2501,74,2,-1,0,unknown
2502,57,2,-1,0,unknown
2503,119,3,-1,0,unknown
2504,124,2,-1,0,unknown
2505,65,50,-1,0,unknown
2506,127,6,-1,0,unknown
2507,172,3,-1,0,unknown
2508,174,6,-1,0,unknown
2509,41,6,-1,0,unknown
2510,232,3,-1,0,unknown
2511,161,1,-1,0,unknown
2512,124,1,-1,0,unknown
2513,701,1,-1,0,unknown
2514,162,2,-1,0,unknown
2515,431,2,-1,0,unknown
2516,191,3,-1,0,unknown
2517,249,5,-1,0,unknown
2518,189,1,-1,0,unknown
2519,167,4,-1,0,unknown
2520,73,4,-1,0,unknown
2521,162,1,-1,0,unknown
2522,235,2,-1,0,unknown
2523,44,1,-1,0,unknown
2524,127,2,-1,0,unknown
2527,81,2,-1,0,unknown
2528,77,2,-1,0,unknown
2529,115,4,-1,0,unknown
2531,53,4,-1,0,unknown
2532,77,2,-1,0,unknown
2533,45,1,-1,0,unknown
2534,74,2,-1,0,unknown
2535,169,5,-1,0,unknown
2536,269,2,-1,0,unknown
2538,246,3,-1,0,unknown
2539,218,1,-1,0,unknown
2542,142,1,-1,0,unknown
2543,75,1,-1,0,unknown
2544,204,1,-1,0,unknown
2545,542,1,-1,0,unknown
2546,122,2,-1,0,unknown
2547,70,1,-1,0,unknown
2548,266,1,-1,0,unknown
2549,34,9,-1,0,unknown
2550,203,4,-1,0,unknown
2551,85,3,-1,0,unknown
2552,11,4,-1,0,unknown
2553,13,10,-1,0,unknown
2554,562,1,-1,0,unknown
2555,185,3,-1,0,unknown
2558,60,5,-1,0,unknown
2559,173,2,-1,0,unknown
2560,353,4,-1,0,unknown
2562,18,5,-1,0,unknown
2563,466,1,-1,0,unknown
2565,148,1,-1,0,unknown
2566,123,1,-1,0,unknown
2567,121,1,-1,0,unknown
2568,245,3,-1,0,unknown
2569,215,1,-1,0,unknown
2570,190,6,-1,0,unknown
2571,44,1,-1,0,unknown
2572,171,1,-1,0,unknown
2573,62,12,-1,0,unknown
2574,172,1,-1,0,unknown
2575,78,10,-1,0,unknown
2576,319,5,-1,0,unknown
2577,111,1,-1,0,unknown
2578,158,1,-1,0,unknown
2579,82,12,-1,0,unknown
2580,128,6,-1,0,unknown
2581,102,4,-1,0,unknown
2582,124,2,-1,0,unknown
2583,334,2,-1,0,unknown
2585,218,1,-1,0,unknown
2586,313,1,-1,0,unknown
2587,207,3,-1,0,unknown
2588,262,1,-1,0,unknown
2589,134,2,-1,0,unknown
2590,197,3,-1,0,unknown
2591,214,3,-1,0,unknown
2592,1165,7,-1,0,unknown
2593,177,2,-1,0,unknown
2594,141,6,-1,0,unknown
2595,164,6,-1,0,unknown
2596,151,1,-1,0,unknown
2598,111,1,-1,0,unknown
2600,253,4,-1,0,unknown
2601,74,1,-1,0,unknown
2602,263,2,-1,0,unknown
2603,233,1,-1,0,unknown
2604,402,2,-1,0,unknown
2605,585,1,-1,0,unknown
2606,145,1,-1,0,unknown
2607,143,5,-1,0,unknown
2608,524,1,-1,0,unknown
2609,270,1,-1,0,unknown
2610,272,1,-1,0,unknown
2611,187,2,-1,0,unknown
2612,268,2,-1,0,unknown
2613,183,1,-1,0,unknown
2615,20,4,-1,0,unknown
2617,547,7,-1,0,unknown
2618,71,9,-1,0,unknown
2619,113,6,-1,0,unknown
2620,780,4,-1,0,unknown
2622,108,12,-1,0,unknown
2623,253,1,-1,0,unknown
2624,175,1,-1,0,unknown
2625,106,1,-1,0,unknown
2626,86,2,-1,0,unknown
2627,248,3,-1,0,unknown
2628,265,2,-1,0,unknown
2629,182,5,-1,0,unknown
2630,916,3,-1,0,unknown
2631,506,1,-1,0,unknown
2632,81,1,-1,0,unknown
2633,30,1,-1,0,unknown
2634,904,3,-1,0,unknown
2635,699,3,-1,0,unknown
2636,19,1,-1,0,unknown
2637,389,1,-1,0,unknown
2638,211,4,-1,0,unknown
2639,283,1,-1,0,unknown
2640,474,2,-1,0,unknown
2642,509,2,-1,0,unknown
2643,279,1,-1,0,unknown
2644,27,1,-1,0,unknown
2645,386,4,-1,0,unknown
2646,679,1,-1,0,unknown
2647,169,1,-1,0,unknown
2648,315,1,-1,0,unknown
2649,293,2,-1,0,unknown
2650,439,3,-1,0,unknown
2651,198,1,-1,0,unknown
2652,770,2,-1,0,unknown
2653,340,2,-1,0,unknown
2656,311,2,-1,0,unknown
2657,291,2,-1,0,unknown
2658,965,2,-1,0,unknown
2659,594,1,-1,0,unknown
2661,501,4,-1,0,unknown
2662,274,1,-1,0,unknown
2663,10,3,-1,0,unknown
2664,18,2,-1,0,unknown
2665,243,1,-1,0,unknown
2667,410,2,-1,0,unknown
2668,190,1,-1,0,unknown
2669,121,1,-1,0,unknown
2670,148,1,-1,0,unknown
2672,90,3,-1,0,unknown
2673,29,1,-1,0,unknown
2675,1139,2,-1,0,unknown
2677,348,1,-1,0,unknown
2678,130,3,-1,0,unknown
2680,544,1,-1,0,unknown
2681,182,11,-1,0,unknown
2682,90,1,-1,0,unknown
2683,272,2,-1,0,unknown
2684,260,2,-1,0,unknown
2685,672,3,-1,0,unknown
2686,264,1,-1,0,unknown
2687,275,2,-1,0,unknown
2688,76,1,-1,0,unknown
2689,749,2,-1,0,unknown
2690,142,4,-1,0,unknown
2691,454,2,-1,0,unknown
2694,57,1,-1,0,unknown
2695,504,1,-1,0,unknown
2696,138,3,-1,0,unknown
2698,485,1,-1,0,unknown
2699,166,1,-1,0,unknown
2701,531,3,-1,0,unknown
2703,73,1,-1,0,unknown
2704,198,3,-1,0,unknown
2705,137,1,-1,0,unknown
2706,479,9,-1,0,unknown
2707,285,1,-1,0,unknown
2708,98,1,-1,0,unknown
2710,97,3,-1,0,unknown
2711,389,5,-1,0,unknown
2713,37,3,-1,0,unknown
2714,420,4,-1,0,unknown
2716,77,4,-1,0,unknown
2717,376,2,-1,0,unknown
2718,125,1,-1,0,unknown
2719,142,2,-1,0,unknown
2721,728,2,-1,0,unknown
2722,281,3,-1,0,unknown
2723,528,2,-1,0,unknown
2724,128,5,-1,0,unknown
2725,71,1,-1,0,unknown
2726,161,4,-1,0,unknown
2727,129,4,-1,0,unknown
2728,54,2,-1,0,unknown
2730,136,1,-1,0,unknown
2731,44,1,-1,0,unknown
2732,1181,9,-1,0,unknown
2733,225,2,-1,0,unknown
2734,81,1,-1,0,unknown
2735,224,1,-1,0,unknown
2736,189,4,-1,0,unknown
2737,98,2,-1,0,unknown
2738,50,1,-1,0,unknown
2739,195,10,-1,0,unknown
2740,110,2,-1,0,unknown
2741,214,1,-1,0,unknown
2742,182,8,-1,0,unknown
2743,239,2,-1,0,unknown
2744,179,6,-1,0,unknown
2745,540,1,-1,0,unknown
2747,697,4,-1,0,unknown
2748,98,2,-1,0,unknown
2749,1018,2,-1,0,unknown
2751,246,1,-1,0,unknown
2752,656,2,-1,0,unknown
2753,281,1,-1,0,unknown
2754,65,1,-1,0,unknown
2755,193,5,-1,0,unknown
2756,283,1,-1,0,unknown
2757,78,4,-1,0,unknown
2758,425,6,-1,0,unknown
2759,238,2,-1,0,unknown
2761,998,6,-1,0,unknown
2762,477,1,-1,0,unknown
2763,158,1,-1,0,unknown
2764,320,3,-1,0,unknown
2766,410,5,-1,0,unknown
2767,104,2,-1,0,unknown
2768,454,6,-1,0,unknown
2769,190,1,-1,0,unknown
2770,145,10,-1,0,unknown
2771,318,2,-1,0,unknown
2772,246,2,-1,0,unknown
2773,761,2,-1,0,unknown
2774,171,1,-1,0,unknown
2775,143,1,-1,0,unknown
2776,968,1,-1,0,unknown
2778,246,1,-1,0,unknown
2779,201,1,-1,0,unknown
2780,81,4,-1,0,unknown
2781,205,1,-1,0,unknown
2782,200,3,-1,0,unknown
2783,210,2,-1,0,unknown
2784,215,10,-1,0,unknown
2786,35,6,-1,0,unknown
2787,615,1,-1,0,unknown
2788,246,3,-1,0,unknown
2789,42,1,-1,0,unknown
2790,217,1,-1,0,unknown
2791,210,1,-1,0,unknown
2792,116,4,-1,0,unknown
2793,200,1,-1,0,unknown
2794,145,4,-1,0,unknown
2795,41,1,-1,0,unknown
2796,192,2,-1,0,unknown
2798,121,11,-1,0,unknown
2799,106,3,-1,0,unknown
2800,230,1,-1,0,unknown
2801,125,2,-1,0,unknown
2802,67,1,-1,0,unknown
2803,26,1,-1,0,unknown
2804,395,2,-1,0,unknown
2805,603,2,-1,0,unknown
2806,185,2,-1,0,unknown
2807,287,2,-1,0,unknown
2808,149,1,-1,0,unknown
2809,173,7,-1,0,unknown
2810,118,2,-1,0,unknown
2811,314,1,-1,0,unknown
2812,378,1,-1,0,unknown
2814,108,4,-1,0,unknown
2815,203,2,-1,0,unknown
2816,121,1,-1,0,unknown
2817,489,2,-1,0,unknown
2818,287,1,-1,0,unknown
2821,53,5,-1,0,unknown
2822,270,1,-1,0,unknown
2823,442,1,-1,0,unknown
2824,664,3,-1,0,unknown
2825,394,2,-1,0,unknown
2826,230,3,-1,0,unknown
2828,1971,4,-1,0,unknown
2829,161,2,-1,0,unknown
2830,188,5,-1,0,unknown
2831,23,5,-1,0,unknown
2832,176,2,-1,0,unknown
2834,212,1,-1,0,unknown
2835,119,2,-1,0,unknown
2836,205,5,-1,0,unknown
2837,73,4,-1,0,unknown
2839,57,2,-1,0,unknown
2840,115,2,-1,0,unknown
2841,58,1,-1,0,unknown
2842,238,1,-1,0,unknown
2843,207,3,-1,0,unknown
2844,178,2,-1,0,unknown
2845,20,11,-1,0,unknown
2846,188,3,-1,0,unknown
2849,127,2,-1,0,unknown
2851,167,3,-1,0,unknown
2853,303,2,-1,0,unknown
2854,407,2,-1,0,unknown
2855,229,1,-1,0,unknown
2856,108,2,-1,0,unknown
2857,265,1,-1,0,unknown
2858,168,1,-1,0,unknown
2859,97,1,-1,0,unknown
2862,599,3,-1,0,unknown
2863,322,2,-1,0,unknown
2864,304,1,-1,0,unknown
2865,52,3,-1,0,unknown
2866,655,4,-1,0,unknown
2867,101,2,-1,0,unknown
2868,65,2,-1,0,unknown
2869,173,4,-1,0,unknown
2870,162,3,-1,0,unknown
2871,78,2,-1,0,unknown
2872,646,5,-1,0,unknown
2873,114,2,-1,0,unknown
2874,141,6,-1,0,unknown
2875,133,4,-1,0,unknown
2876,1994,2,-1,0,unknown
2877,140,2,-1,0,unknown
2878,82,3,-1,0,unknown
2879,150,1,-1,0,unknown
2882,36,1,-1,0,unknown
2883,290,2,-1,0,unknown
2884,104,2,-1,0,unknown
2885,413,1,-1,0,unknown
2886,153,1,-1,0,unknown
2887,237,2,-1,0,unknown
2888,743,13,-1,0,unknown
2889,82,4,-1,0,unknown
2890,924,4,-1,0,unknown
2891,117,3,-1,0,unknown
2892,550,4,-1,0,unknown
2893,5,1,-1,0,unknown
2894,181,5,-1,0,unknown
2895,325,2,-1,0,unknown
2896,345,1,-1,0,unknown
2897,331,2,-1,0,unknown
2898,112,1,-1,0,unknown
2899,115,6,-1,0,unknown
2900,381,3,-1,0,unknown
2902,25,1,-1,0,unknown
2903,929,1,-1,0,unknown
2904,429,1,-1,0,unknown
2906,146,1,-1,0,unknown
2907,191,2,-1,0,unknown
2908,406,3,-1,0,unknown
2909,220,2,-1,0,unknown
2910,253,5,-1,0,unknown
2911,340,2,-1,0,unknown
2912,154,1,-1,0,unknown
2913,121,4,-1,0,unknown
2914,104,5,-1,0,unknown
2917,149,2,-1,0,unknown
2920,719,5,-1,0,unknown
2921,292,7,-1,0,unknown
2922,145,1,-1,0,unknown
2923,52,3,-1,0,unknown
2926,167,4,-1,0,unknown
2927,98,4,-1,0,unknown
2928,238,2,-1,0,unknown
2929,85,7,-1,0,unknown
2930,323,4,-1,0,unknown
2931,116,1,-1,0,unknown
2932,304,3,-1,0,unknown
2933,267,1,-1,0,unknown
2934,201,2,-1,0,unknown
2936,193,2,-1,0,unknown
2937,113,1,-1,0,unknown
2938,151,2,-1,0,unknown
2939,200,2,-1,0,unknown
2940,145,1,-1,0,unknown
2941,214,4,-1,0,unknown
2942,36,6,-1,0,unknown
2943,58,2,-1,0,unknown
2944,174,2,-1,0,unknown
2945,587,1,-1,0,unknown
2946,112,1,-1,0,unknown
2947,175,2,-1,0,unknown
2948,279,1,-1,0,unknown
2949,270,1,-1,0,unknown
2951,129,2,-1,0,unknown
2953,138,1,-1,0,unknown
2954,338,1,-1,0,unknown
2955,565,3,-1,0,unknown
2956,77,8,-1,0,unknown
2958,179,2,-1,0,unknown
2959,294,1,-1,0,unknown
2960,298,1,-1,0,unknown
2961,427,2,-1,0,unknown
2963,397,1,-1,0,unknown
2965,74,5,-1,0,unknown
2966,148,4,-1,0,unknown
2967,161,3,-1,0,unknown
2968,110,1,-1,0,unknown
2971,89,2,-1,0,unknown
2973,1467,1,-1,0,unknown
2974,646,3,-1,0,unknown
2975,183,1,-1,0,unknown
2976,168,2,-1,0,unknown
2977,66,1,-1,0,unknown
2979,14,2,-1,0,unknown
2980,220,4,-1,0,unknown
2981,1007,1,-1,0,unknown
2982,149,13,-1,0,unknown
2983,665,1,-1,0,unknown
2984,174,3,-1,0,unknown
2985,105,1,-1,0,unknown
2986,990,1,-1,0,unknown
2987,582,1,-1,0,unknown
2988,136,1,-1,0,unknown
2990,205,2,-1,0,unknown
2992,217,6,-1,0,unknown
2994,50,1,-1,0,unknown
2995,65,3,-1,0,unknown
2996,55,1,-1,0,unknown
2997,256,3,-1,0,unknown
2998,151,1,-1,0,unknown
2999,226,1,-1,0,unknown
3000,97,5,-1,0,unknown
3001,92,1,-1,0,unknown
3002,343,1,-1,0,unknown
3003,493,5,-1,0,unknown
3004,216,3,-1,0,unknown
3007,458,6,-1,0,unknown
3010,137,1,-1,0,unknown
3011,104,2,-1,0,unknown
3012,206,4,-1,0,unknown
3013,172,28,-1,0,unknown
3014,152,2,-1,0,unknown
3015,114,1,-1,0,unknown
3016,89,1,-1,0,unknown
3017,158,1,-1,0,unknown
3018,326,11,-1,0,unknown
3019,215,3,-1,0,unknown
3020,53,1,-1,0,unknown
3021,71,11,-1,0,unknown
3025,131,2,-1,0,unknown
3027,311,5,-1,0,unknown
3029,83,1,-1,0,unknown
3030,775,3,-1,0,unknown
3031,25,18,-1,0,unknown
3032,497,5,-1,0,unknown
3033,180,1,-1,0,unknown
3035,134,1,-1,0,unknown
3037,399,3,-1,0,unknown
3038,420,1,-1,0,unknown
3039,233,3,-1,0,unknown
3040,702,1,-1,0,unknown
3043,27,6,-1,0,unknown
3045,68,1,-1,0,unknown
3046,92,2,-1,0,unknown
3047,45,1,-1,0,unknown
3048,79,1,-1,0,unknown
3050,520,1,-1,0,unknown
3051,86,1,-1,0,unknown
3052,16,16,-1,0,unknown
3053,154,2,-1,0,unknown
3054,91,1,-1,0,unknown
3055,389,2,-1,0,unknown
3056,71,15,-1,0,unknown
3057,111,3,-1,0,unknown
3058,68,2,-1,0,unknown
3060,212,1,-1,0,unknown
3062,79,2,-1,0,unknown
3063,646,2,-1,0,unknown
3064,206,1,-1,0,unknown
3066,81,2,-1,0,unknown
3068,133,2,-1,0,unknown
3069,230,2,-1,0,unknown
3070,76,6,-1,0,unknown
3071,26,1,-1,0,unknown
3073,94,4,-1,0,unknown
3074,254,2,-1,0,unknown
3075,1156,1,-1,0,unknown
3076,248,5,-1,0,unknown
3077,884,3,-1,0,unknown
3078,275,2,-1,0,unknown
3079,200,2,-1,0,unknown
3080,228,1,-1,0,unknown
3081,475,2,-1,0,unknown
3082,393,5,-1,0,unknown
3083,156,4,-1,0,unknown
3084,244,3,-1,0,unknown
3085,118,1,-1,0,unknown
3086,40,2,-1,0,unknown
3087,700,3,-1,0,unknown
3088,97,3,-1,0,unknown
3090,360,4,-1,0,unknown
3091,235,1,-1,0,unknown
3092,1521,1,-1,0,unknown
3094,86,1,-1,0,unknown
3096,117,1,-1,0,unknown
3097,119,1,-1,0,unknown
3098,359,1,-1,0,unknown
3099,109,8,-1,0,unknown
3100,236,1,-1,0,unknown
3102,202,2,-1,0,unknown
3103,42,1,-1,0,unknown
3104,21,1,-1,0,unknown
3105,186,1,-1,0,unknown
3106,172,1,-1,0,unknown
3107,527,1,-1,0,unknown
3108,175,1,-1,0,unknown
3109,21,18,-1,0,unknown
3110,370,4,-1,0,unknown
3111,54,2,-1,0,unknown
3112,63,3,-1,0,unknown
3113,116,3,-1,0,unknown
3114,151,1,-1,0,unknown
3115,300,1,-1,0,unknown
3117,217,1,-1,0,unknown
3118,727,2,-1,0,unknown
3119,193,1,-1,0,unknown
3121,165,1,-1,0,unknown
3122,345,10,-1,0,unknown
3123,206,2,-1,0,unknown
3124,994,2,-1,0,unknown
3125,127,2,-1,0,unknown
3126,29,32,-1,0,unknown
3127,70,3,-1,0,unknown
3128,40,2,-1,0,unknown
3129,185,4,-1,0,unknown
3130,64,2,-1,0,unknown
3131,97,1,-1,0,unknown
3132,316,5,-1,0,unknown
3134,233,1,-1,0,unknown
3136,245,1,-1,0,unknown
3137,109,1,-1,0,unknown
3138,429,2,-1,0,unknown
3139,133,11,-1,0,unknown
3140,70,2,-1,0,unknown
3141,118,1,-1,0,unknown
3143,29,1,-1,0,unknown
3144,173,1,-1,0,unknown
3145,13,14,-1,0,unknown
3147,175,2,-1,0,unknown
3148,123,1,-1,0,unknown
3150,19,18,-1,0,unknown
3151,136,4,-1,0,unknown
3152,437,2,-1,0,unknown
3153,1225,2,-1,0,unknown
3154,526,8,-1,0,unknown
3155,91,2,-1,0,unknown
3156,123,3,-1,0,unknown
3157,62,1,-1,0,unknown
3159,82,3,-1,0,unknown
3161,569,1,-1,0,unknown
3162,460,2,-1,0,unknown
3163,238,3,-1,0,unknown
3164,346,5,-1,0,unknown
3165,161,2,-1,0,unknown
3166,51,9,-1,0,unknown
3167,37,1,-1,0,unknown
3169,173,2,-1,0,unknown
3170,66,2,-1,0,unknown
3171,209,1,-1,0,unknown
3172,1011,20,-1,0,unknown
3174,88,4,-1,0,unknown
3175,52,1,-1,0,unknown
3176,544,3,-1,0,unknown
3178,95,2,-1,0,unknown
3179,322,1,-1,0,unknown
3180,106,3,-1,0,unknown
3181,20,1,-1,0,unknown
3183,325,4,-1,0,unknown
3184,343,2,-1,0,unknown
3185,213,4,-1,0,unknown
3186,193,3,-1,0,unknown
3187,168,7,-1,0,unknown
3188,423,1,-1,0,unknown
3189,218,1,-1,0,unknown
3190,158,1,-1,0,unknown
3191,433,1,-1,0,unknown
3192,252,3,-1,0,unknown
3193,175,1,-1,0,unknown
3194,192,1,-1,0,unknown
3195,158,1,-1,0,unknown
3196,114,2,-1,0,unknown
3197,246,1,-1,0,unknown
3198,44,1,-1,0,unknown
3199,136,2,-1,0,unknown
3200,247,2,-1,0,unknown
3201,227,1,-1,0,unknown
3202,219,4,-1,0,unknown
3204,226,2,-1,0,unknown
3205,351,2,-1,0,unknown
3207,124,1,-1,0,unknown
3208,123,3,-1,0,unknown
3209,244,6,-1,0,unknown
3210,151,8,-1,0,unknown
3211,736,7,-1,0,unknown
3212,109,1,-1,0,unknown
3213,117,2,-1,0,unknown
3214,77,2,-1,0,unknown
3215,42,1,-1,0,unknown
3216,252,3,-1,0,unknown
3217,179,1,-1,0,unknown
3218,106,3,-1,0,unknown
3219,281,3,-1,0,unknown
3220,384,2,-1,0,unknown
3221,217,1,-1,0,unknown
3222,144,4,-1,0,unknown
3223,374,1,-1,0,unknown
3224,298,1,-1,0,unknown
3225,814,2,-1,0,unknown
3226,33,31,-1,0,unknown
3227,128,2,-1,0,unknown
3228,129,4,-1,0,unknown
3229,274,4,-1,0,unknown
3230,984,1,-1,0,unknown
3231,413,2,-1,0,unknown
3234,463,18,-1,0,unknown
3235,96,2,-1,0,unknown
3238,131,3,-1,0,unknown
3239,586,2,-1,0,unknown
3241,29,1,-1,0,unknown
3242,65,6,-1,0,unknown
3243,67,3,-1,0,unknown
3245,287,2,-1,0,unknown
3246,77,1,-1,0,unknown
3247,169,1,-1,0,unknown
3248,25,1,-1,0,unknown
3249,669,1,-1,0,unknown
3250,122,6,-1,0,unknown
3252,167,1,-1,0,unknown
3253,244,1,-1,0,unknown
3254,99,6,-1,0,unknown
3255,76,2,-1,0,unknown
3256,252,4,-1,0,unknown
3258,14,1,-1,0,unknown
3259,121,2,-1,0,unknown
3260,153,1,-1,0,unknown
3262,244,1,-1,0,unknown
3263,67,2,-1,0,unknown
3265,86,2,-1,0,unknown
3266,277,2,-1,0,unknown
3268,135,3,-1,0,unknown
3269,392,1,-1,0,unknown
3270,133,2,-1,0,unknown
3272,446,1,-1,0,unknown
3274,291,2,-1,0,unknown
3275,214,8,-1,0,unknown
3276,159,2,-1,0,unknown
3277,275,4,-1,0,unknown
3278,128,3,-1,0,unknown
3280,146,3,-1,0,unknown
3281,22,1,-1,0,unknown
3283,92,1,-1,0,unknown
3284,149,4,-1,0,unknown
3285,107,2,-1,0,unknown
3286,71,2,-1,0,unknown
3287,122,6,-1,0,unknown
3289,251,1,-1,0,unknown
3290,215,3,-1,0,unknown
3291,128,3,-1,0,unknown
3292,445,3,-1,0,unknown
3293,76,2,-1,0,unknown
3294,206,1,-1,0,unknown
3295,155,1,-1,0,unknown
3297,133,1,-1,0,unknown
3301,74,1,-1,0,unknown
3303,275,8,-1,0,unknown
3306,998,1,-1,0,unknown
3307,271,1,-1,0,unknown
3308,133,3,-1,0,unknown
3309,84,2,-1,0,unknown
3310,281,1,-1,0,unknown
3311,250,1,-1,0,unknown
3312,144,1,-1,0,unknown
3313,432,1,-1,0,unknown
3314,411,1,-1,0,unknown
3317,235,3,-1,0,unknown
3319,595,1,-1,0,unknown
3320,28,4,-1,0,unknown
3321,257,2,-1,0,unknown
3322,630,6,-1,0,unknown
3323,747,5,-1,0,unknown
3324,87,4,-1,0,unknown
3325,187,3,-1,0,unknown
3326,452,2,-1,0,unknown
3327,36,4,-1,0,unknown
3328,277,1,-1,0,unknown
3329,118,1,-1,0,unknown
3330,197,2,-1,0,unknown
3331,101,5,-1,0,unknown
3334,1448,7,-1,0,unknown
3335,344,1,-1,0,unknown
3337,61,1,-1,0,unknown
3338,91,6,-1,0,unknown
3339,162,3,-1,0,unknown
3340,339,1,-1,0,unknown
3341,113,2,-1,0,unknown
3342,558,1,-1,0,unknown
3343,69,1,-1,0,unknown
3345,429,1,-1,0,unknown
3346,135,2,-1,0,unknown
3348,68,2,-1,0,unknown
3349,529,2,-1,0,unknown
3350,650,2,-1,0,unknown
3352,71,7,-1,0,unknown
3353,30,7,-1,0,unknown
3354,9,19,-1,0,unknown
3355,331,2,-1,0,unknown
3356,66,1,-1,0,unknown
3357,26,6,-1,0,unknown
3358,266,3,-1,0,unknown
3359,168,2,-1,0,unknown
3360,316,1,-1,0,unknown
3361,1006,2,-1,0,unknown
3362,77,1,-1,0,unknown
3363,622,1,-1,0,unknown
3364,494,2,-1,0,unknown
3365,269,1,-1,0,unknown
3367,268,6,-1,0,unknown
3368,397,1,-1,0,unknown
3370,51,2,-1,0,unknown
3373,450,2,-1,0,unknown
3374,201,1,-1,0,unknown
3376,181,2,-1,0,unknown
3377,294,1,-1,0,unknown
3379,172,1,-1,0,unknown
3382,420,1,-1,0,unknown
3384,153,1,-1,0,unknown
3385,85,2,-1,0,unknown
3387,528,1,-1,0,unknown
3388,361,1,-1,0,unknown
3389,59,4,-1,0,unknown
3390,86,7,-1,0,unknown
3391,139,1,-1,0,unknown
3392,219,4,-1,0,unknown
3393,45,2,-1,0,unknown
3394,168,4,-1,0,unknown
3396,210,2,-1,0,unknown
3397,160,1,-1,0,unknown
3398,1044,2,-1,0,unknown
3399,601,1,-1,0,unknown
3400,89,1,-1,0,unknown
3401,491,2,-1,0,unknown
3402,139,1,-1,0,unknown
3403,267,3,-1,0,unknown
3404,88,3,-1,0,unknown
3405,134,1,-1,0,unknown
3406,126,2,-1,0,unknown
3407,191,1,-1,0,unknown
3410,560,2,-1,0,unknown
3411,138,8,-1,0,unknown
3412,188,4,-1,0,unknown
3414,836,3,-1,0,unknown
3415,150,4,-1,0,unknown
3416,44,2,-1,0,unknown
3417,11,17,-1,0,unknown
3418,123,1,-1,0,unknown
3419,150,2,-1,0,unknown
3421,92,5,-1,0,unknown
3422,112,7,-1,0,unknown
3423,554,1,-1,0,unknown
3424,109,2,-1,0,unknown
3425,781,1,-1,0,unknown
3426,116,1,-1,0,unknown
3428,82,2,-1,0,unknown
3429,167,3,-1,0,unknown
3431,546,1,-1,0,unknown
3432,1124,2,-1,0,unknown
3433,141,1,-1,0,unknown
3436,320,4,-1,0,unknown
3437,244,3,-1,0,unknown
3438,319,2,-1,0,unknown
3439,147,2,-1,0,unknown
3441,400,2,-1,0,unknown
3442,79,3,-1,0,unknown
3443,29,4,-1,0,unknown
3444,97,2,-1,0,unknown
3445,187,5,-1,0,unknown
3446,201,1,-1,0,unknown
3448,150,1,-1,0,unknown
3449,129,1,-1,0,unknown
3450,516,1,-1,0,unknown
3451,127,2,-1,0,unknown
3452,174,2,-1,0,unknown
3453,82,5,-1,0,unknown
3454,1516,2,-1,0,unknown
3455,204,1,-1,0,unknown
3456,109,1,-1,0,unknown
3457,378,1,-1,0,unknown
3458,152,11,-1,0,unknown
3459,185,1,-1,0,unknown
3460,317,1,-1,0,unknown
3461,27,1,-1,0,unknown
3462,205,6,-1,0,unknown
3465,45,5,-1,0,unknown
3466,145,6,-1,0,unknown
3467,138,1,-1,0,unknown
3468,720,2,-1,0,unknown
3469,362,1,-1,0,unknown
3470,90,6,-1,0,unknown
3471,214,1,-1,0,unknown
3473,241,3,-1,0,unknown
3474,148,6,-1,0,unknown
3475,227,6,-1,0,unknown
