cid,age,job,marital,education,default,balance,housing,loan
3476,32,technician,single,secondary,no,0,no,no
3477,33,blue-collar,married,secondary,no,625,yes,no
3478,55,technician,married,unknown,no,574,yes,no
3479,58,management,married,primary,no,320,yes,no
3480,25,technician,single,tertiary,no,468,yes,no
3481,47,services,married,secondary,no,440,yes,no
3482,40,unemployed,married,secondary,no,0,yes,no
3483,59,retired,married,secondary,no,5706,yes,no
3484,40,management,married,tertiary,no,7780,no,no
3485,30,management,married,secondary,no,-559,yes,yes
3486,25,entrepreneur,single,tertiary,no,16874,yes,yes
3487,58,retired,married,primary,no,1987,no,no
3488,39,entrepreneur,married,unknown,no,98,yes,no
3489,40,self-employed,married,tertiary,no,642,no,no
3490,38,blue-collar,married,secondary,no,526,yes,yes
3491,66,management,single,tertiary,no,6483,no,no
3492,47,management,married,tertiary,no,2306,no,no
3493,37,blue-collar,married,secondary,no,954,yes,no
3494,36,management,single,tertiary,no,-679,yes,yes
3495,50,blue-collar,married,primary,no,-1,no,no
3496,76,retired,married,primary,no,2590,no,no
3497,58,management,single,tertiary,no,331,no,yes
3498,42,admin.,married,secondary,no,4209,yes,no
3499,58,services,divorced,secondary,no,462,no,no
3500,28,self-employed,single,tertiary,no,0,yes,no
3501,41,technician,married,secondary,no,0,no,no
3502,30,management,married,tertiary,no,151,no,no
3503,32,management,divorced,tertiary,no,883,yes,no
3504,27,services,single,secondary,no,266,no,yes
3505,48,management,married,tertiary,no,0,no,no
3506,36,technician,married,tertiary,no,491,yes,no
3507,54,management,married,tertiary,no,3,no,yes
3508,36,blue-collar,married,secondary,no,198,yes,no
3509,52,housemaid,married,secondary,no,14363,no,no
3510,34,technician,divorced,secondary,no,0,yes,yes
3511,43,technician,married,secondary,no,136,no,no
3512,32,management,single,tertiary,no,28,no,no
3513,33,management,single,tertiary,no,335,no,no
3514,51,housemaid,married,unknown,no,174,no,no
3515,39,unemployed,married,secondary,no,270,yes,no
3516,44,management,single,tertiary,no,1206,no,no
3517,49,housemaid,divorced,primary,no,198,yes,no
3518,25,technician,married,tertiary,no,914,yes,no
3519,39,self-employed,married,secondary,no,31,yes,no
3520,54,technician,married,secondary,no,0,no,no
3521,32,management,single,tertiary,no,347,yes,no
3522,36,management,married,tertiary,no,860,yes,no
3523,54,technician,married,secondary,no,89,yes,no
3524,31,technician,married,secondary,no,0,yes,yes
3525,45,services,married,secondary,no,0,no,yes
3526,31,admin.,single,secondary,no,68,yes,no
3527,45,technician,married,secondary,no,-149,yes,no
3528,33,services,divorced,secondary,no,2411,yes,no
3529,46,management,divorced,tertiary,no,225,yes,no
3530,43,unknown,single,tertiary,no,2731,no,no
3531,50,management,married,tertiary,no,112,yes,no
3532,44,management,divorced,tertiary,no,0,no,no
3533,42,services,married,secondary,no,3620,yes,no
3534,26,blue-collar,single,secondary,no,179,no,no
3535,47,admin.,single,secondary,no,1544,yes,no
3536,48,blue-collar,married,primary,no,199,no,no
3537,60,blue-collar,married,unknown,no,231,yes,no
3538,27,admin.,divorced,secondary,no,76,yes,no
3539,30,unemployed,single,tertiary,no,302,no,no
3540,28,admin.,single,secondary,no,189,yes,no
3541,58,retired,married,primary,no,565,no,no
3542,37,entrepreneur,married,tertiary,no,310,no,no
3543,36,services,married,secondary,no,1746,yes,no
3544,39,technician,married,secondary,no,6,yes,no
3545,52,unemployed,married,primary,no,-110,no,yes
3546,55,retired,married,secondary,no,2749,yes,yes
3547,30,management,single,tertiary,no,6495,no,no
3548,36,blue-collar,single,secondary,no,35,yes,no
3549,39,admin.,married,secondary,no,-650,no,no
3550,47,blue-collar,married,primary,no,292,no,yes
3551,42,housemaid,single,primary,no,5774,yes,no
3552,42,management,married,secondary,no,2416,yes,no
3553,58,retired,married,secondary,no,35,no,no
3554,68,retired,married,secondary,no,19317,yes,no
3555,43,technician,married,secondary,no,50,no,no
3556,44,blue-collar,married,secondary,no,-674,yes,no
3557,49,technician,married,tertiary,no,3726,no,no
3558,57,retired,married,tertiary,no,1180,yes,yes
3559,61,self-employed,divorced,tertiary,no,6610,no,no
3560,36,admin.,single,secondary,no,319,yes,no
3561,31,blue-collar,married,secondary,no,1545,yes,yes
3562,51,technician,married,tertiary,no,1315,no,no
3563,31,technician,single,tertiary,no,424,no,no
3564,56,blue-collar,married,primary,no,151,no,no
3565,30,technician,single,tertiary,no,-970,no,yes
3566,38,services,married,secondary,no,-762,yes,yes
3567,35,services,married,secondary,no,181,yes,no
3568,31,blue-collar,married,unknown,no,-120,yes,no
3569,39,admin.,divorced,secondary,no,1022,yes,no
3570,50,management,married,tertiary,no,78,yes,no
3571,39,technician,married,tertiary,no,209,no,no
3572,26,admin.,married,secondary,no,2469,no,no
3573,55,technician,married,secondary,no,0,no,no
3574,43,blue-collar,divorced,primary,no,328,no,yes
3575,34,housemaid,married,tertiary,no,0,no,no
3576,51,self-employed,married,primary,no,307,yes,yes
3577,31,management,married,tertiary,no,1384,yes,no
3578,32,management,married,tertiary,no,0,no,no
3579,53,technician,married,secondary,no,719,yes,no
3580,44,management,divorced,tertiary,no,0,no,no
3581,38,entrepreneur,married,tertiary,no,6704,yes,no
3582,47,self-employed,married,tertiary,no,4543,yes,no
3583,36,management,married,tertiary,no,0,yes,no
3584,30,management,single,tertiary,no,149,yes,no
3585,46,blue-collar,married,secondary,no,-1400,yes,no
3586,33,entrepreneur,married,secondary,no,-118,yes,yes
3587,43,blue-collar,married,secondary,no,2160,no,no
3588,38,management,married,tertiary,no,3452,no,no
3589,27,technician,single,secondary,no,842,no,no
3590,38,management,married,unknown,no,3576,no,no
3591,41,unemployed,married,tertiary,no,1666,no,no
3592,29,technician,married,secondary,no,0,yes,no
3593,39,services,married,secondary,no,0,yes,no
3594,42,blue-collar,single,primary,no,1628,yes,no
3595,47,services,married,secondary,no,51,yes,yes
3596,30,blue-collar,single,secondary,yes,447,no,no
3597,34,admin.,married,secondary,no,396,yes,no
3598,45,housemaid,married,primary,no,4994,no,no
3599,43,admin.,married,secondary,no,3215,yes,no
3600,59,blue-collar,married,primary,no,2814,no,no
3601,50,technician,married,secondary,no,0,no,no
3602,39,blue-collar,married,secondary,no,293,yes,no
3603,36,technician,married,secondary,no,474,yes,no
3604,44,blue-collar,married,secondary,no,16178,yes,no
3605,36,technician,married,tertiary,no,0,no,no
3606,27,management,single,tertiary,no,88,no,no
3607,29,services,married,secondary,no,308,yes,no
3608,70,retired,married,secondary,no,1164,no,no
3609,44,management,married,tertiary,no,13893,no,no
3610,55,management,married,tertiary,no,0,yes,no
3611,36,technician,divorced,secondary,no,-435,yes,no
3612,28,technician,single,secondary,no,389,yes,no
3613,50,management,divorced,tertiary,no,356,no,no
3614,49,technician,married,secondary,no,2718,no,no
3615,71,retired,divorced,tertiary,no,261,no,no
3616,31,admin.,single,secondary,no,757,no,no
3617,45,management,single,tertiary,no,16,no,no
3618,42,blue-collar,married,secondary,no,-422,no,no
3619,45,admin.,married,secondary,no,248,no,no
3620,47,technician,married,primary,no,145,yes,no
3621,60,retired,divorced,secondary,no,598,no,yes
3622,35,management,married,tertiary,no,949,yes,no
3623,31,technician,single,tertiary,no,614,no,no
3624,33,blue-collar,married,primary,no,1209,yes,no
3625,50,self-employed,married,tertiary,no,202,yes,no
3626,51,blue-collar,married,secondary,no,1840,yes,no
3627,34,technician,married,secondary,no,114,yes,yes
3628,56,services,married,secondary,no,-229,no,yes
3629,29,services,married,secondary,no,182,yes,no
3630,31,blue-collar,married,secondary,no,401,no,no
3631,44,technician,divorced,unknown,no,759,yes,no
3632,55,retired,married,secondary,no,4194,no,yes
3633,35,student,single,unknown,no,0,no,no
3634,36,technician,married,tertiary,no,629,yes,yes
3635,54,retired,married,secondary,no,153,yes,yes
3636,32,management,married,tertiary,no,553,yes,no
3637,36,management,divorced,tertiary,no,1057,no,no
3638,60,retired,married,secondary,no,78,yes,no
3639,32,technician,single,secondary,no,-28,no,yes
3640,57,management,married,tertiary,no,929,no,no
3641,34,blue-collar,married,primary,no,428,yes,no
3642,27,student,single,secondary,no,268,yes,no
3643,52,management,single,tertiary,no,83,no,no
3644,45,admin.,divorced,unknown,no,998,yes,no
3645,58,admin.,single,secondary,no,2223,no,no
3646,39,blue-collar,single,primary,no,6,yes,no
3647,48,blue-collar,single,secondary,no,312,yes,yes
3648,36,management,single,secondary,no,0,no,no
3649,31,technician,single,secondary,no,691,yes,no
3650,41,management,married,tertiary,no,771,yes,no
3651,30,self-employed,single,secondary,no,192,no,no
3652,57,retired,married,tertiary,no,0,no,no
3653,29,admin.,single,secondary,no,1070,yes,no
3654,29,services,divorced,secondary,no,84,yes,no
3655,30,management,single,tertiary,no,2,no,no
3656,44,management,married,tertiary,no,1242,yes,no
3657,33,student,single,unknown,no,5969,no,no
3658,56,admin.,divorced,secondary,no,3337,yes,no
3659,26,services,single,secondary,no,1347,no,no
3660,52,technician,married,secondary,no,64,no,no
3661,32,management,single,secondary,no,249,yes,no
3662,36,technician,single,secondary,no,0,no,no
3663,26,blue-collar,married,secondary,no,128,no,no
3664,37,blue-collar,married,secondary,no,196,yes,no
3665,34,technician,married,secondary,no,351,yes,no
3666,26,services,single,secondary,no,5533,yes,no
3667,32,services,married,secondary,no,38,yes,no
3668,30,management,single,tertiary,yes,35,no,no
3669,27,technician,single,secondary,no,235,yes,no
3670,42,admin.,single,secondary,no,30,yes,no
3671,33,blue-collar,single,primary,no,92,yes,no
3672,37,blue-collar,married,secondary,no,67,no,no
3673,45,blue-collar,married,secondary,no,4022,yes,no
3674,36,entrepreneur,married,tertiary,no,3057,no,no
3675,39,management,single,tertiary,no,0,yes,no
3676,33,management,single,tertiary,no,349,no,no
3677,47,services,married,secondary,no,2322,no,no
3678,49,entrepreneur,married,secondary,no,167,yes,yes
3679,46,management,divorced,secondary,no,558,no,no
3680,31,services,married,secondary,no,-230,yes,yes
3681,43,unemployed,divorced,secondary,no,4094,yes,no
3682,30,blue-collar,single,secondary,yes,239,yes,no
3683,43,management,divorced,tertiary,no,497,no,no
3684,42,blue-collar,married,secondary,no,179,yes,no
3685,30,admin.,single,tertiary,no,305,no,no
3686,33,management,single,tertiary,no,-67,yes,no
3687,41,admin.,married,secondary,no,4539,no,no
3688,29,blue-collar,single,secondary,no,770,yes,no
3689,38,unemployed,married,secondary,no,-673,yes,no
3690,29,technician,married,tertiary,no,858,yes,no
3691,80,housemaid,married,primary,no,0,no,no
3692,38,management,single,tertiary,no,5244,no,no
3693,36,blue-collar,divorced,primary,no,117,yes,no
3694,38,self-employed,married,tertiary,no,846,no,no
3695,44,management,married,secondary,yes,0,yes,no
3696,31,management,married,tertiary,no,1331,no,no
3697,31,services,single,secondary,no,31,yes,yes
3698,57,admin.,divorced,primary,no,179,yes,no
3699,37,blue-collar,married,primary,no,543,yes,no
3700,50,blue-collar,married,secondary,no,253,yes,yes
3701,60,retired,married,primary,no,71188,no,no
3702,51,management,married,tertiary,no,5108,yes,no
3703,48,blue-collar,married,secondary,no,1738,yes,no
3704,42,blue-collar,married,primary,no,-97,yes,no
3705,36,blue-collar,married,secondary,no,199,yes,no
3706,43,management,married,tertiary,no,489,yes,no
3707,31,admin.,married,primary,no,355,yes,yes
3708,49,technician,single,secondary,no,-97,yes,no
3709,35,management,divorced,tertiary,no,473,no,yes
3710,44,entrepreneur,married,secondary,no,6649,yes,no
3711,34,self-employed,married,tertiary,no,263,no,no
3712,46,blue-collar,married,secondary,no,781,no,no
3713,49,blue-collar,married,primary,no,1032,yes,no
3714,32,blue-collar,married,secondary,no,119,no,no
3715,35,management,divorced,tertiary,no,434,yes,no
3716,51,admin.,married,secondary,no,2967,no,no
3717,57,retired,divorced,secondary,no,-331,yes,no
3718,59,management,married,tertiary,no,1585,no,no
3719,40,services,divorced,unknown,no,4384,yes,no
3720,49,management,single,tertiary,no,588,no,no
3721,51,management,married,secondary,no,3180,yes,no
3722,35,admin.,married,secondary,yes,0,no,yes
3723,29,self-employed,married,secondary,no,-76,yes,no
3724,32,services,single,secondary,no,152,yes,no
3725,37,housemaid,divorced,secondary,no,1040,yes,no
3726,49,unemployed,married,primary,no,-384,yes,no
3727,45,technician,married,unknown,no,473,yes,no
3728,34,technician,single,secondary,no,475,yes,no
3729,53,technician,married,secondary,no,0,no,no
3730,42,entrepreneur,married,primary,no,149,no,no
3731,43,technician,married,secondary,no,3285,yes,no
3732,52,retired,married,secondary,no,424,no,no
3733,34,blue-collar,single,secondary,no,79,no,yes
3734,34,technician,divorced,tertiary,no,674,yes,no
3735,27,services,married,secondary,no,0,yes,no
3736,43,unemployed,married,tertiary,no,58,yes,no
3737,41,technician,married,tertiary,no,532,yes,no
3738,72,retired,married,secondary,no,4130,no,no
3739,35,blue-collar,married,primary,no,422,yes,no
3740,41,management,married,tertiary,no,437,yes,no
3741,36,blue-collar,divorced,primary,no,-308,yes,no
3742,51,housemaid,married,primary,no,30,yes,no
3743,37,self-employed,married,tertiary,no,137,no,no
3744,42,admin.,single,secondary,no,-247,yes,yes
3745,26,admin.,single,secondary,no,321,yes,no
3746,23,services,single,secondary,no,250,yes,no
3747,50,management,married,tertiary,no,-470,yes,no
3748,37,blue-collar,married,secondary,no,140,yes,yes
3749,35,management,married,tertiary,no,2793,no,no
3750,37,management,married,tertiary,no,410,no,no
3751,79,retired,divorced,unknown,no,2628,no,no
3752,39,technician,married,secondary,no,116,no,no
3753,47,services,married,secondary,no,0,yes,no
3754,44,blue-collar,married,secondary,no,878,yes,no
3755,36,management,single,tertiary,no,2944,no,no
3756,33,blue-collar,single,secondary,no,3975,yes,yes
3757,42,services,married,secondary,no,96,yes,no
3758,35,technician,single,tertiary,no,2288,no,no
3759,31,blue-collar,married,secondary,no,472,yes,no
3760,58,services,married,primary,no,65,no,no
3761,46,management,married,tertiary,no,0,no,no
3762,41,admin.,single,secondary,no,400,yes,no
3763,58,technician,married,secondary,no,7495,yes,no
3764,33,blue-collar,married,secondary,no,137,no,yes
3765,31,unemployed,married,secondary,no,24,yes,no
3766,55,technician,divorced,secondary,no,3450,no,no
3767,38,technician,single,secondary,no,311,yes,no
3768,55,housemaid,married,secondary,no,139,no,no
3769,47,management,single,tertiary,no,0,no,no
3770,51,housemaid,married,primary,no,492,yes,no
3771,46,management,single,tertiary,no,334,yes,no
3772,61,management,married,tertiary,no,997,no,no
3773,47,management,single,tertiary,no,440,no,no
3774,34,technician,married,secondary,no,47,no,no
3775,34,blue-collar,married,secondary,no,1298,yes,no
3776,41,management,divorced,tertiary,no,3355,no,no
3777,36,blue-collar,divorced,secondary,no,-11,no,no
3778,26,blue-collar,single,secondary,no,396,yes,no
3779,35,management,married,tertiary,no,8,no,no
3780,36,blue-collar,married,secondary,no,1409,no,no
3781,26,management,single,tertiary,no,170,no,no
3782,58,management,married,primary,no,2769,yes,no
3783,50,blue-collar,married,secondary,no,2320,yes,no
3784,61,retired,married,secondary,no,76,yes,no
3785,28,technician,single,secondary,no,2034,yes,no
3786,49,blue-collar,single,primary,no,3018,yes,no
3787,74,retired,married,secondary,no,921,no,no
3788,53,blue-collar,married,secondary,no,483,yes,no
3789,46,self-employed,married,secondary,no,390,yes,no
3790,47,management,married,tertiary,no,0,no,no
3791,42,blue-collar,single,primary,no,92,no,no
3792,56,services,married,secondary,no,22196,yes,no
3793,42,technician,married,secondary,no,2,no,no
3794,49,housemaid,married,primary,no,249,yes,no
3795,43,unemployed,single,unknown,no,3274,yes,no
3796,39,services,married,secondary,no,5731,yes,no
3797,66,retired,married,primary,no,206,no,no
3798,30,technician,single,tertiary,no,2325,no,no
3799,38,management,single,tertiary,no,0,no,no
3800,31,blue-collar,married,secondary,no,1664,yes,no
3801,32,technician,married,secondary,no,3333,no,no
3802,48,technician,married,secondary,no,7020,no,no
3803,34,admin.,married,tertiary,no,37,no,no
3804,28,student,single,secondary,no,28,no,no
3805,40,admin.,single,secondary,no,1670,yes,no
3806,36,entrepreneur,married,secondary,no,134,no,no
3807,52,retired,married,secondary,no,603,no,yes
3808,46,admin.,married,primary,no,276,yes,yes
3809,25,technician,single,secondary,no,2157,yes,no
3810,52,blue-collar,married,secondary,no,161,yes,no
3811,40,blue-collar,married,primary,no,3658,yes,no
3812,26,management,divorced,tertiary,yes,-402,no,yes
3813,26,blue-collar,single,primary,no,3342,yes,no
3814,35,self-employed,single,secondary,no,1732,no,no
3815,40,admin.,single,secondary,no,263,yes,no
3816,31,management,married,tertiary,no,623,yes,no
3817,32,admin.,married,secondary,no,3540,yes,no
3818,33,admin.,married,secondary,no,95,yes,no
3819,53,services,divorced,secondary,no,765,yes,no
3820,46,technician,divorced,secondary,no,-824,yes,no
3821,28,management,single,tertiary,no,5549,no,no
3822,31,blue-collar,married,secondary,no,191,yes,no
3823,44,blue-collar,married,primary,no,420,yes,no
3824,35,admin.,married,secondary,no,0,no,no
3825,50,technician,divorced,unknown,no,2706,yes,no
3826,32,technician,married,secondary,yes,4,yes,yes
3827,51,admin.,married,secondary,no,423,yes,yes
3828,51,management,married,tertiary,no,-892,yes,yes
3829,31,blue-collar,married,unknown,no,-120,yes,no
3830,41,admin.,divorced,secondary,no,-365,yes,no
3831,57,technician,married,tertiary,no,27069,no,yes
3832,34,management,single,tertiary,no,8038,yes,no
3833,47,technician,married,secondary,no,-938,yes,no
3834,47,admin.,divorced,secondary,no,1139,yes,no
3835,36,self-employed,married,secondary,no,189,yes,no
3836,29,housemaid,single,tertiary,no,19,no,no
3837,39,technician,married,secondary,no,3663,no,no
3838,53,blue-collar,single,unknown,no,0,no,no
3839,47,blue-collar,married,secondary,yes,-614,yes,no
3840,51,technician,divorced,secondary,no,2323,yes,yes
3841,48,blue-collar,married,secondary,no,425,yes,no
3842,32,technician,married,secondary,no,5122,no,no
3843,36,management,divorced,tertiary,no,608,no,no
3844,50,unknown,married,primary,no,341,yes,yes
3845,39,admin.,married,secondary,no,607,yes,no
3846,31,blue-collar,married,secondary,no,1495,yes,yes
3847,49,admin.,married,secondary,no,381,no,no
3848,33,unemployed,divorced,secondary,no,385,no,no
3849,26,management,single,tertiary,no,1274,yes,no
3850,27,blue-collar,married,secondary,no,362,yes,no
3851,51,blue-collar,married,primary,no,377,yes,no
3852,26,admin.,single,secondary,no,802,no,no
3853,45,admin.,married,secondary,no,194,no,no
3854,54,technician,married,secondary,no,-315,no,yes
3855,49,technician,married,tertiary,no,1843,yes,no
3856,47,technician,married,secondary,no,-9,no,no
3857,42,housemaid,married,primary,no,83,no,yes
3858,50,entrepreneur,married,tertiary,no,433,yes,no
3859,37,admin.,married,secondary,no,-107,yes,no
3860,54,blue-collar,married,primary,no,4503,no,no
3861,40,services,married,secondary,no,51,yes,no
3862,50,services,married,secondary,no,961,no,yes
3863,57,retired,married,secondary,no,49,yes,yes
3864,33,technician,married,secondary,no,3470,no,no
3865,49,technician,married,secondary,no,-147,yes,no
3866,35,services,married,secondary,no,0,yes,no
3867,28,blue-collar,single,secondary,no,0,yes,no
3868,58,management,married,tertiary,no,172,no,no
3869,31,admin.,single,secondary,no,-407,no,yes
3870,36,management,divorced,tertiary,no,649,no,no
3871,49,blue-collar,single,primary,no,1040,no,no
3872,30,unemployed,married,secondary,no,142,yes,no
3873,29,services,single,secondary,no,209,yes,no
3874,50,management,married,unknown,no,3304,no,no
3875,26,student,single,tertiary,no,294,no,no
3876,27,housemaid,married,secondary,no,4848,yes,yes
3877,32,blue-collar,single,secondary,no,1670,yes,no
3878,62,unknown,married,secondary,no,367,no,no
3879,34,blue-collar,single,secondary,no,13683,yes,no
3880,25,admin.,single,tertiary,no,1420,no,no
3881,34,management,single,tertiary,no,340,yes,no
3882,44,technician,single,secondary,no,1679,no,no
3883,38,management,married,tertiary,no,1198,yes,no
3884,57,admin.,married,secondary,no,169,no,no
3885,36,self-employed,married,tertiary,no,506,no,no
3886,41,entrepreneur,married,secondary,no,1249,yes,no
3887,36,management,single,tertiary,no,678,no,yes
3888,27,management,single,tertiary,no,212,yes,no
3889,37,technician,divorced,secondary,no,23,no,no
3890,47,management,single,tertiary,no,4402,no,no
3891,31,services,divorced,primary,no,459,yes,no
3892,39,self-employed,married,secondary,no,4722,yes,no
3893,35,admin.,divorced,tertiary,no,1555,yes,no
3894,40,blue-collar,married,secondary,no,61,yes,no
3895,38,management,single,tertiary,no,0,yes,no
3896,31,technician,married,secondary,no,3706,yes,no
3897,36,blue-collar,married,primary,no,1177,no,no
3898,53,management,married,primary,no,2096,no,no
3899,59,blue-collar,married,primary,no,748,no,no
3900,29,management,single,tertiary,no,3357,no,no
3901,30,admin.,single,secondary,no,3809,yes,no
3902,52,admin.,married,secondary,no,395,yes,no
3903,55,blue-collar,married,secondary,no,1011,yes,no
3904,56,blue-collar,married,primary,no,420,yes,no
3905,32,admin.,married,secondary,no,76,yes,no
3906,24,blue-collar,married,secondary,no,0,no,no
3907,51,blue-collar,married,primary,no,844,yes,no
3908,36,management,married,tertiary,no,1318,yes,no
3909,36,technician,married,tertiary,no,167,yes,no
3910,42,management,married,tertiary,no,2187,yes,no
3911,49,admin.,married,secondary,no,14440,yes,no
3912,48,management,married,secondary,no,2294,yes,no
3913,36,management,married,secondary,no,80,yes,no
3914,48,management,married,primary,no,2537,no,no
3915,30,technician,married,tertiary,no,569,no,no
3916,27,management,single,tertiary,yes,0,no,yes
3917,38,entrepreneur,married,tertiary,no,0,yes,no
3918,36,technician,single,secondary,yes,12,no,no
3919,45,technician,married,secondary,no,49,no,no
3920,44,housemaid,married,tertiary,no,460,no,no
3921,42,technician,married,secondary,no,613,yes,no
3922,37,entrepreneur,married,tertiary,no,7944,no,no
3923,48,blue-collar,married,secondary,no,1143,yes,no
3924,57,retired,married,primary,no,-464,yes,no
3925,44,services,married,secondary,no,1989,yes,yes
3926,48,technician,married,secondary,no,17,yes,yes
3927,56,retired,married,primary,no,-1,no,no
3928,37,management,married,tertiary,no,1698,yes,no
3929,47,blue-collar,married,secondary,no,5306,yes,no
3930,54,housemaid,married,unknown,no,0,no,no
3931,51,retired,divorced,secondary,no,1679,no,no
3932,47,admin.,married,secondary,no,3676,no,no
3933,25,management,married,tertiary,no,-242,yes,yes
3934,39,services,single,secondary,no,471,no,no
3935,40,management,married,tertiary,no,8902,yes,no
3936,38,management,single,tertiary,no,1704,no,no
3937,34,management,married,tertiary,no,3050,yes,no
3938,53,housemaid,married,primary,no,2581,no,no
3939,32,services,married,secondary,no,162,yes,no
3940,35,blue-collar,married,secondary,no,243,yes,no
3941,24,student,single,secondary,no,1847,no,no
3942,58,blue-collar,married,primary,no,0,yes,no
3943,49,management,married,primary,no,3371,no,no
3944,45,services,single,secondary,no,1757,yes,no
3945,55,management,married,tertiary,no,171,yes,no
3946,42,entrepreneur,married,tertiary,no,157,yes,yes
3947,28,admin.,married,secondary,no,934,yes,no
3948,48,blue-collar,married,secondary,no,-19,no,yes
3949,51,management,single,tertiary,yes,-55,yes,no
3950,38,housemaid,married,primary,no,21,no,no
3951,27,blue-collar,single,secondary,no,14,no,no
3952,50,technician,single,secondary,no,246,yes,no
3953,44,blue-collar,married,primary,no,887,yes,no
3954,40,management,married,tertiary,no,51,no,no
3955,29,services,single,secondary,no,-287,yes,no
3956,34,services,married,secondary,no,0,yes,no
3957,44,self-employed,single,tertiary,no,2734,yes,no
3958,50,entrepreneur,married,tertiary,no,52,no,no
3959,34,management,married,tertiary,no,2594,yes,no
3960,54,retired,divorced,primary,no,22,no,no
3961,34,technician,married,tertiary,no,1611,yes,no
3962,34,admin.,single,tertiary,no,18,yes,yes
3963,52,blue-collar,married,primary,no,1331,yes,no
3964,60,unknown,married,unknown,no,7337,no,no
3965,39,management,single,secondary,no,835,yes,no
3966,58,retired,married,primary,no,5092,no,no
3967,41,technician,divorced,secondary,no,52,no,no
3968,48,technician,married,secondary,no,10655,no,no
3969,58,management,married,tertiary,no,1831,no,no
3970,40,self-employed,married,primary,no,92,yes,no
3971,48,management,married,tertiary,no,586,yes,yes
3972,52,blue-collar,divorced,primary,no,1758,yes,no
3973,50,self-employed,married,secondary,no,2061,yes,yes
3974,25,technician,single,secondary,no,959,no,no
3975,54,retired,married,primary,no,208,no,no
3976,34,services,married,secondary,no,-315,yes,no
3977,48,management,married,tertiary,yes,-13,yes,no
3978,37,admin.,married,tertiary,no,801,no,no
3979,66,retired,married,tertiary,no,1948,no,no
3980,32,management,single,tertiary,no,751,yes,no
3981,45,blue-collar,married,secondary,no,784,yes,yes
3982,43,blue-collar,single,secondary,no,24,no,no
3983,41,management,married,tertiary,no,72,yes,no
3984,40,technician,divorced,tertiary,no,1871,yes,no
3985,44,services,single,secondary,no,1378,yes,no
3986,43,blue-collar,married,primary,no,188,yes,no
3987,30,unknown,single,tertiary,no,6836,no,no
3988,32,services,married,secondary,no,61,yes,no
3989,57,admin.,married,secondary,no,-967,yes,no
3990,31,blue-collar,single,tertiary,no,462,yes,yes
3991,49,unknown,married,secondary,no,0,no,no
3992,31,admin.,single,secondary,no,5527,yes,no
3993,41,admin.,married,tertiary,no,1287,no,no
3994,44,management,married,tertiary,no,17361,no,no
3995,54,entrepreneur,married,unknown,no,1956,no,no
3996,37,blue-collar,divorced,secondary,no,0,yes,no
3997,34,management,married,secondary,no,-294,yes,no
3998,43,technician,married,secondary,no,275,no,no
3999,44,management,married,tertiary,no,724,yes,no
4000,44,services,married,secondary,no,27,no,no
4001,53,admin.,divorced,secondary,no,26,yes,no
4002,36,technician,married,secondary,no,191,no,no
4003,58,technician,divorced,secondary,no,-123,no,no
4004,26,student,single,secondary,no,-147,no,no
4005,34,technician,single,secondary,no,179,no,no
4006,55,blue-collar,married,primary,no,1086,yes,no
4007,55,blue-collar,married,secondary,no,471,yes,no
4008,34,entrepreneur,married,tertiary,no,105,yes,no
4009,41,entrepreneur,divorced,secondary,no,1588,yes,yes
4010,38,housemaid,divorced,secondary,no,70,no,no
4011,28,blue-collar,single,secondary,no,2700,no,no
4012,41,technician,married,secondary,no,1602,yes,no
4013,30,admin.,married,tertiary,no,0,yes,no
4014,39,technician,married,unknown,no,839,no,no
4015,41,admin.,married,secondary,no,21515,yes,no
4016,36,technician,married,secondary,no,5902,yes,no
4017,37,management,married,tertiary,no,547,yes,yes
4018,59,self-employed,married,tertiary,no,3800,no,yes
4019,26,technician,single,secondary,no,261,yes,no
4020,43,technician,married,secondary,no,0,yes,yes
4021,42,management,married,secondary,yes,-34,no,no
4022,46,blue-collar,married,unknown,no,9328,yes,no
4023,31,admin.,married,secondary,no,5,yes,yes
4024,43,unemployed,married,secondary,no,3529,no,no
4025,48,blue-collar,single,tertiary,no,2330,yes,no
4026,41,blue-collar,married,secondary,no,1334,yes,no
4027,32,self-employed,married,tertiary,no,3601,no,no
4028,45,technician,married,tertiary,no,265,no,no
4029,52,admin.,single,unknown,no,2227,no,no
4030,37,self-employed,married,secondary,no,487,no,yes
4031,38,blue-collar,divorced,secondary,no,0,yes,no
4032,36,services,single,secondary,no,174,yes,no
4033,58,retired,married,secondary,no,14412,no,no
4034,37,management,married,tertiary,no,3288,no,no
4035,30,technician,single,secondary,no,57,no,no
4036,47,technician,married,secondary,no,2246,yes,no
4037,40,technician,married,secondary,no,4441,yes,no
4038,42,management,divorced,tertiary,no,0,no,no
4039,71,unknown,married,tertiary,no,353,no,no
4040,54,blue-collar,married,secondary,no,448,yes,yes
4041,53,entrepreneur,married,primary,no,27,yes,no
4042,33,blue-collar,divorced,secondary,no,474,no,no
4043,30,technician,single,tertiary,no,1185,yes,no
4044,39,services,divorced,secondary,no,282,yes,no
4045,32,blue-collar,married,secondary,no,2,yes,no
4046,34,technician,single,secondary,no,60,no,no
4047,39,self-employed,single,tertiary,no,3972,no,no
4048,75,retired,married,secondary,no,26452,no,no
4049,33,admin.,divorced,secondary,no,818,yes,yes
4050,40,services,married,secondary,no,9374,yes,no
